"","sid","bid","date"
"31988",36636,8214,11091
"31989",15290,6720,11091
"31990",2564,2846,11091
"31991",38600,9536,11091
"31992",36322,7950,11091
"31993",2306,397,11091
"31994",24270,2512,11091
"31995",30024,2019,11091
"31996",32139,888,11091
"31997",21284,2814,11091
"31998",16840,1524,11091
"31999",16323,4116,11091
"32000",3549,410,11091
"32001",33363,4473,11091
"32002",36491,4642,11091
"32003",22018,2772,11091
"32004",27947,6392,11091
"32005",19778,7760,11091
"32006",18292,6783,11091
"32007",8152,5644,11091
"32008",30116,4914,11091
"32009",30069,8507,11091
"32010",27425,253,11091
"32011",1845,4926,11091
"32012",2728,5298,11091
"32013",6740,9766,11091
"32014",34438,1889,11091
"32015",21318,8907,11091
"32016",16584,8443,11091
"32017",35397,9088,11091
"32018",37008,5519,11091
"32019",24387,525,11091
"32020",31757,5712,11091
"32021",38468,4256,11091
"32022",10129,8968,11091
"32023",31408,3913,11091
"32024",33596,8992,11091
"32025",8931,4173,11091
"32026",39186,4674,11091
"32027",18552,4588,11091
"32028",21009,4816,11091
"32029",8896,6898,11091
"32030",3807,4545,11091
"32031",35399,7902,11091
"32032",27100,6379,11091
"32033",30853,5446,11091
"32034",38805,4121,11091
"32035",3296,8433,11091
"32036",25359,7886,11091
"32037",23025,4865,11091
"32038",12885,8749,11091
"32039",25425,975,11091
"32040",27729,5426,11091
"32041",22732,5411,11091
"32042",14283,6277,11091
"32043",9034,7963,11091
"32044",14178,5168,11091
"32045",10656,4481,11091
"32046",36472,4944,11091
"32047",1648,7002,11091
"32048",15142,8718,11091
"32049",4632,7464,11091
"32050",15121,3031,11091
"32051",19951,923,11091
"32052",3207,3919,11091
"32053",30037,1459,11091
"32054",11218,6254,11091
"32055",22694,2815,11091
"32056",35814,6359,11091
"32057",8611,5774,11091
"32058",39812,6810,11091
"32059",28416,9603,11091
"32060",26383,3208,11091
"32061",13585,6699,11091
"32062",19653,9346,11091
"32063",395,8992,11091
"32064",37052,7456,11091
"32065",11928,9511,11091
"32066",13134,5230,11091
"32067",2136,2818,11091
"32068",3106,9594,11091
"32069",38091,2917,11091
"32070",39386,6406,11091
"32071",37476,3759,11091
"32072",3829,5862,11091
"32073",34996,7986,11091
"32074",24252,5571,11091
"32075",15052,3033,11091
"32076",2945,8146,11091
"32077",561,114,11091
"32078",39997,2171,11091
"32079",37427,6808,11091
"32080",34162,5101,11091
"32081",22749,4358,11091
"32082",17666,6530,11091
"32083",36640,3731,11091
"32084",9102,5761,11091
"32085",24679,7176,11091
"32086",14260,6320,11091
"32087",2318,5844,11091
"32088",37380,4495,11091
"32089",23733,1518,11091
"32090",13465,4688,11091
"32091",17464,1274,11091
"32092",11658,636,11091
"32093",33366,3401,11091
"32094",3814,4022,11091
"32095",2653,1496,11091
"32096",16438,4596,11091
"32097",4027,9292,11091
"32098",39055,487,11091
"32099",4819,832,11091
"32100",13903,5295,11091
"32101",17789,9379,11091
"32102",15704,9364,11091
"32103",31838,1445,11091
"32104",22258,2358,11091
"32105",18946,8878,11091
"32106",1618,9650,11091
"32107",33297,8151,11091
"32108",35213,3814,11091
"32109",26751,7886,11091
"32110",4314,2795,11091
"32111",8488,6365,11091
"32112",15050,2158,11091
"32113",10484,6150,11091
"32114",12955,6212,11091
"32115",11145,7760,11091
"32116",2657,4431,11091
"32117",22233,814,11091
"32118",4632,4236,11091
"32119",4886,99,11091
"32120",21845,617,11091
"32121",1721,9142,11091
"32122",6255,2231,11091
"32123",580,5080,11091
"32124",22651,8400,11091
"32125",27968,8112,11091
"32126",28622,9296,11091
"32127",28412,9871,11091
"32128",5043,9846,11091
"32129",31009,6474,11091
"32130",22247,1298,11091
"32131",20254,6923,11091
"32132",9724,8225,11091
"32133",19095,782,11091
"32134",13852,8989,11091
"32135",29442,9336,11091
"32136",37838,649,11091
"32137",4681,8864,11091
"32138",17207,4986,11091
"32139",39414,154,11091
"32140",29791,9306,11091
"32141",20073,1839,11091
"32142",31055,6215,11091
"32143",30358,6685,11091
"32144",567,3037,11091
"32145",10044,8962,11091
"32146",26118,9907,11091
"32147",20736,9809,11091
"32148",10905,650,11091
"32149",31824,2859,11091
"32150",20933,3383,11091
"32151",525,4319,11091
"32152",932,3249,11091
"32153",1022,4183,11091
"32154",28691,8572,11091
"32155",36170,7520,11091
"32156",6738,5160,11091
"32157",28100,5404,11091
"32158",9320,969,11091
"32159",6731,4900,11091
"32160",22297,6567,11091
"32161",21755,6470,11091
"32162",19203,4745,11091
"32163",20386,6252,11091
"32164",36201,9913,11091
"32165",37761,133,11091
"32166",23514,1099,11091
"32167",2829,3712,11091
"32168",30990,1448,11091
"32169",10369,1766,11091
"32170",5681,3557,11091
"32171",33565,8965,11091
"32172",23844,3577,11091
"32173",36099,8229,11091
"32174",33796,4326,11091
"32175",9274,2095,11091
"32176",19855,1080,11091
"32177",26623,6181,11091
"32178",23711,3100,11091
"32179",32020,6401,11091
"32180",10275,3238,11091
"32181",39174,1828,11091
"32182",14837,6361,11091
"32183",23240,8218,11091
"32184",37565,9510,11091
"32185",19022,5434,11091
"32186",33097,5486,11091
"32187",12859,4419,11091
"32188",18935,4148,11091
"32189",8721,4752,11091
"32190",13722,8928,11091
"32191",10044,3083,11091
"32192",3615,8437,11091
"32193",6536,9212,11091
"32194",31337,7260,11091
"32195",3653,7223,11091
"32196",21283,2000,11091
"32197",15353,7458,11091
"32198",37314,5102,11091
"32199",1760,7238,11091
"32200",33542,8499,11091
"32201",1564,9737,11091
"32202",19944,4732,11091
"32203",3070,724,11091
"32204",23021,3740,11091
"32205",13259,612,11091
"32206",37472,4496,11091
"32207",24406,6853,11091
"32208",17276,6521,11091
"32209",14262,230,11091
"32210",39721,562,11091
"32211",38685,2293,11091
"32212",3677,1039,11091
"32213",35213,9615,11091
"32214",30302,2065,11091
"32215",24224,1978,11091
"32216",3832,4199,11091
"32217",10543,7265,11091
"32218",18950,8583,11091
"32219",1307,7954,11091
"32220",4230,4477,11091
"32221",4396,7294,11091
"32222",24626,5831,11091
"32223",11846,2022,11091
"32224",8991,8652,11091
"32225",31121,1517,11091
"32226",15706,8745,11091
"32227",13431,9369,11091
"32228",26825,3505,11091
"32229",13293,391,11091
"32230",2496,7115,11091
"32231",19836,7456,11091
"32232",11568,4012,11091
"32233",23777,7490,11091
"32234",30903,6058,11091
"32235",9675,4155,11091
"32236",12521,325,11091
"32237",5533,4889,11091
"32238",37095,7377,11091
"32239",2168,5215,11091
"32240",31823,7687,11091
"32241",23193,5033,11091
"32242",39062,6328,11091
"32243",14259,2597,11091
"32244",4768,7810,11091
"32245",26663,8089,11091
"32246",35347,5035,11091
"32247",35301,8538,11091
"32248",335,8386,11091
"32249",35269,8946,11091
"32250",20307,9878,11091
"32251",24954,7053,11091
"32252",26349,8365,11091
"32253",394,7053,11091
"32254",18962,9395,11091
"32255",11485,4138,11091
"32256",18787,6104,11091
"32257",25832,6666,11091
"32258",18841,2131,11091
"32259",14796,7190,11091
"32260",26981,8147,11091
"32261",13256,1636,11091
"32262",801,4056,11091
"32263",20567,3503,11091
"32264",30800,7654,11091
"32265",3637,1508,11091
"32266",2718,5280,11091
"32267",7049,6087,11091
"32268",37241,2923,11091
"32269",29302,7976,11091
"32270",16019,219,11091
"32271",20791,9150,11091
"32272",21528,3677,11091
"32273",26318,7703,11091
"32274",38562,4553,11091
"32275",38771,251,11091
"32276",6896,1829,11091
"32277",39952,3571,11091
"32278",1567,161,11091
"32279",18907,7198,11091
"32280",5600,7611,11091
"32281",2814,3033,11091
"32282",24270,1370,11091
"32283",25066,7007,11091
"32284",19960,3739,11091
"32285",954,7186,11091
"32286",3964,5091,11091
"32287",30405,4069,11091
"32288",549,9929,11091
"32289",23984,6296,11091
"32290",21259,6095,11091
"32291",20043,3254,11091
"32292",36373,4358,11091
"32293",6775,4224,11091
"32294",14336,7234,11091
"32295",874,7016,11091
"32296",29319,9950,11091
"32297",9808,5015,11091
"32298",24477,4745,11091
"32299",33340,5481,11091
"32300",3825,4026,11091
"32301",1400,4452,11091
"32302",6145,2243,11091
"32303",23617,9219,11091
"32304",24539,7786,11091
"32305",36815,204,11091
"32306",38032,3917,11091
"32307",16085,7591,11091
"32308",3955,3047,11091
"32309",8559,6223,11091
"32310",6899,8110,11091
"32311",32972,6233,11091
"32312",17873,725,11091
"32313",15268,6155,11091
"32314",6931,2853,11091
"32315",24388,8219,11091
"32316",5624,7420,11091
"32317",11188,5348,11091
"32318",35784,315,11091
"32319",36451,4049,11091
"32320",20471,6661,11091
"32321",31081,6709,11091
"32322",24188,1861,11091
"32323",39872,6741,11091
"32324",38170,1895,11091
"32325",4874,5490,11091
"32326",20270,39,11091
"32327",21901,327,11091
"32328",352,6752,11091
"32329",39229,341,11091
"32330",34551,5432,11091
"32331",11022,8827,11091
"32332",27193,754,11091
"32333",6440,3344,11091
"32334",5783,7871,11091
"32335",20037,3761,11091
"32336",15800,6608,11091
"32337",37870,1743,11091
"32338",13779,5065,11091
"32339",3347,516,11091
"32340",12475,833,11091
"32341",18054,1971,11091
"32342",17724,3293,11091
"32343",20180,513,11091
"32344",2520,4055,11091
"32345",516,3360,11091
"32346",17653,1011,11091
"32347",18166,9766,11091
"32348",18255,3492,11091
"32349",7841,9740,11091
"32350",23341,7613,11091
"32351",19809,4238,11091
"32352",20696,352,11091
"32353",4605,8182,11091
"32354",36037,9546,11091
"32355",33066,7432,11091
"32356",3943,6697,11091
"32357",1620,9010,11091
"32358",22379,8583,11091
"32359",17405,214,11091
"32360",34091,7395,11091
"32361",35547,634,11091
"32362",3054,5670,11091
"32363",14651,122,11091
"32364",13556,8690,11091
"32365",16848,8484,11091
"32366",34953,5102,11091
"32367",5017,4170,11091
"32368",27032,2293,11091
"32369",9894,7093,11091
"32370",26519,3774,11091
"32371",21754,5374,11091
"32372",27322,8089,11091
"32373",7106,9228,11091
"32374",18828,5600,11091
"32375",1405,117,11091
"32376",14959,1171,11091
"32377",39538,9235,11091
"32378",38056,9247,11091
"32379",2116,8740,11091
"32380",22767,5120,11091
"32381",30120,9037,11091
"32382",4058,8086,11091
"32383",215,3751,11091
"32384",17040,8593,11091
"32385",30952,953,11091
"32386",37617,7419,11091
"32387",30884,7024,11091
"32388",9280,159,11091
"32389",31120,3888,11091
"32390",29330,2347,11091
"32391",3236,4054,11091
"32392",1068,9646,11091
"32393",13744,1313,11091
"32394",2568,6242,11091
"32395",4753,7751,11091
"32396",35356,3962,11091
"32397",7229,8014,11091
"32398",31161,2805,11091
"32399",10292,454,11091
"32400",724,2122,11091
"32401",2781,6560,11091
"32402",21444,6725,11091
"32403",8044,6195,11091
"32404",39941,8372,11091
"32405",12083,8317,11091
"32406",35923,9563,11091
"32407",37181,1869,11091
"32408",17137,5046,11091
"32409",783,8121,11091
"32410",6065,4044,11091
"32411",34226,9889,11091
"32412",33936,5583,11091
"32413",15846,3764,11091
"32414",1705,4017,11091
"32415",4762,7220,11091
"32416",38400,6166,11091
"32417",4143,988,11091
"32418",28671,2601,11091
"32419",5680,3373,11091
"32420",17921,1919,11091
"32421",23661,9335,11091
"32422",13129,9492,11091
"32423",34045,6467,11091
"32424",6524,3687,11091
"32425",36178,7346,11091
"32426",16212,9667,11091
"32427",28790,8936,11091
"32428",3908,9068,11091
"32429",16978,7022,11091
"32430",10381,7069,11091
"32431",30596,2942,11091
"32432",18806,3277,11091
"32433",27316,9865,11091
"32434",5607,554,11091
"32435",30796,55,11091
"32436",16808,1121,11091
"32437",6709,8229,11091
"32438",31257,4303,11091
"32439",21970,9372,11091
"32440",5695,3525,11091
"32441",21656,2575,11091
"32442",25418,6084,11091
"32443",24775,95,11091
"32444",8976,6871,11091
"32445",3632,7607,11091
"32446",38210,9265,11091
"32447",15208,9760,11091
"32448",24900,9582,11091
"32449",37332,3688,11091
"32450",11472,1180,11091
"32451",21640,8448,11091
"32452",15769,3740,11091
"32453",23702,5320,11091
"32454",16748,2005,11091
"32455",27324,680,11091
"32456",15611,6940,11091
"32457",29019,6066,11091
"32458",5372,7990,11091
"32459",36321,4842,11091
"32460",34605,9749,11091
"32461",29108,939,11091
"32462",39213,5572,11091
"32463",1464,7085,11091
"32464",23371,6014,11091
"32465",5078,6952,11091
"32466",35878,8888,11091
"32467",4051,945,11091
"32468",1593,2562,11091
"32469",11186,4967,11091
"32470",17541,2586,11091
"32471",21292,7591,11091
"32472",34303,9295,11091
"32473",12163,6474,11091
"32474",34969,2630,11091
"32475",2446,9743,11091
"32476",2747,755,11091
"32477",17329,3482,11091
"32478",26507,4008,11091
"32479",29721,6515,11091
"32480",887,501,11091
"32481",34295,6089,11091
"32482",38585,563,11091
"32483",17490,5505,11091
"32484",34071,6667,11091
"32485",3164,2842,11091
"32486",18363,4977,11091
"32487",26926,8752,11091
"32488",38337,7052,11091
"32489",39047,6941,11091
"32490",19079,8937,11091
"32491",21534,8809,11091
"32492",20187,4519,11091
"32493",13553,2330,11091
"32494",11463,1560,11091
"32495",33405,1334,11091
"32496",892,4110,11091
"32497",21956,7366,11091
"32498",31828,4273,11091
"32499",16485,6975,11091
"32500",36228,2331,11091
"32501",36193,7328,11091
"32502",22087,8768,11091
"32503",15722,5998,11091
"32504",30084,4726,11091
"32505",35690,8888,11091
"32506",8831,5929,11091
"32507",15679,7674,11091
"32508",21559,903,11091
"32509",28723,1185,11091
"32510",31404,5991,11091
"32511",9504,8328,11091
"32512",8216,7498,11091
"32513",28464,1502,11091
"32514",21962,6249,11091
"32515",38868,6579,11091
"32516",14641,961,11091
"32517",10322,1160,11091
"32518",28295,8657,11091
"32519",20852,2139,11091
"32520",20539,6009,11091
"32521",19353,6563,11091
"32522",4616,9668,11091
"32523",4965,8258,11091
"32524",39235,8528,11091
"32525",14602,6286,11091
"32526",35615,5407,11091
"32527",34344,15,11091
"32528",11604,103,11091
"32529",35166,1392,11091
"32530",31599,1483,11091
"32531",13486,8944,11091
"32532",5400,4601,11091
"32533",22334,7606,11091
"32534",926,9214,11091
"32535",21830,6018,11091
"32536",7447,7437,11091
"32537",10321,7505,11091
"32538",28269,4879,11091
"32539",12075,7952,11091
"32540",4202,4078,11091
"32541",6155,8829,11091
"32542",2827,9245,11091
"32543",20732,5552,11091
"32544",30052,4531,11091
"32545",10561,7697,11091
"32546",28864,1333,11091
"32547",30218,4229,11091
"32548",27295,5496,11091
"32549",10669,1433,11091
"32550",4095,4629,11091
"32551",32496,6804,11091
"32552",35909,4299,11091
"32553",8972,322,11091
"32554",37444,6478,11091
"32555",1900,4919,11091
"32556",17973,417,11091
"32557",6127,8251,11091
"32558",24156,8494,11091
"32559",17174,1048,11091
"32560",16896,4797,11091
"32561",13007,7535,11091
"32562",13962,3612,11091
"32563",11882,6713,11091
"32564",37489,6199,11091
"32565",6611,5804,11091
"32566",20926,5279,11091
"32567",2048,1177,11091
"32568",3675,8209,11091
"32569",15560,8572,11091
"32570",10678,6298,11091
"32571",7,3744,11091
"32572",18427,1440,11091
"32573",28098,6947,11091
"32574",9632,20,11091
"32575",36283,8172,11091
"32576",23315,8749,11091
"32577",31407,3687,11091
"32578",18559,1349,11091
"32579",15198,7739,11091
"32580",5383,6248,11091
"32581",37308,4527,11091
"32582",30637,1793,11091
"32583",27477,2592,11091
"32584",24703,4887,11091
"32585",12245,4014,11091
"32586",1422,4512,11091
"32587",15103,692,11091
"32588",5067,4179,11091
"32589",24543,4010,11091
"32590",23151,5752,11091
"32591",25819,8322,11091
"32592",36268,6242,11091
"32593",20139,96,11091
"32594",7307,1727,11091
"32595",19372,9546,11091
"32596",1892,6805,11091
"32597",25003,5487,11091
"32598",18401,2582,11091
"32599",33243,8357,11091
"32600",33130,508,11091
"32601",17526,3039,11091
"32602",8571,7534,11091
"32603",14144,4256,11091
"32604",35831,7140,11091
"32605",14246,8687,11091
"32606",36675,3585,11091
"32607",25372,7810,11091
"32608",6157,1163,11091
"32609",12504,9457,11091
"32610",36968,3643,11091
"32611",21083,8012,11091
"32612",10086,7083,11091
"32613",29514,9317,11091
"32614",700,4004,11091
"32615",8050,7765,11091
"32616",28716,6240,11091
"32617",10412,8227,11091
"32618",23571,6677,11091
"32619",25544,6442,11091
"32620",2769,5123,11091
"32621",39437,9106,11091
"32622",30060,4299,11091
"32623",35498,5285,11091
"32624",15990,1776,11091
"32625",3236,777,11091
"32626",26370,1697,11091
"32627",6291,2754,11091
"32628",37153,4485,11091
"32629",33629,847,11091
"32630",35119,9345,11091
"32631",28211,1119,11091
"32632",38923,3085,11091
"32633",2405,1959,11091
"32634",22856,8674,11091
"32635",34170,537,11091
"32636",6093,6201,11091
"32637",25520,4061,11091
"32638",20288,817,11091
"32639",38459,4718,11091
"32640",38772,4705,11091
"32641",33920,1842,11091
"32642",9525,5380,11091
"32643",8919,9031,11091
"32644",26365,8598,11091
"32645",11415,5794,11091
"32646",34595,8952,11091
"32647",12020,4627,11091
"32648",31391,7400,11091
"32649",37826,8675,11091
"32650",15902,6617,11091
"32651",15433,2251,11091
"32652",13202,4975,11091
"32653",21323,2541,11091
"32654",184,8705,11091
"32655",1657,3739,11091
"32656",8625,998,11091
"32657",11512,9990,11091
"32658",17604,5884,11091
"32659",39950,3348,11091
"32660",26887,3259,11091
"32661",21102,4093,11091
"32662",22066,9766,11091
"32663",2968,4654,11091
"32664",20246,5207,11091
"32665",8589,5091,11091
"32666",14673,8949,11091
"32667",6667,1417,11091
"32668",19276,5379,11091
"32669",7151,3296,11091
"32670",7652,230,11091
"32671",462,8949,11091
"32672",29208,2766,11091
"32673",37647,8301,11091
"32674",34177,3662,11091
"32675",534,5849,11091
"32676",13950,8651,11091
"32677",13887,3975,11091
"32678",5964,8979,11091
"32679",29260,6087,11091
"32680",36123,8755,11091
"32681",25860,9945,11091
"32682",21741,5194,11091
"32683",23612,1665,11091
"32684",23440,2159,11091
"32685",12738,2943,11091
"32686",23348,5097,11091
"32687",32709,746,11091
"32688",25129,2411,11091
"32689",38965,5060,11091
"32690",7355,5116,11091
"32691",7112,7739,11091
"32692",2685,2458,11091
"32693",6815,9453,11091
"32694",7128,5130,11091
"32695",13519,4114,11091
"32696",15093,7327,11091
"32697",22975,8276,11091
"32698",22642,3867,11091
"32699",33628,8158,11091
"32700",39153,2317,11091
"32701",24589,5625,11091
"32702",19485,6906,11091
"32703",30250,1293,11091
"32704",9516,963,11091
"32705",30883,5762,11091
"32706",2387,6471,11091
"32707",33025,689,11091
"32708",531,4924,11091
"32709",12882,8337,11091
"32710",3338,2030,11091
"32711",28946,561,11091
"32712",30714,7811,11091
"32713",27739,6117,11091
"32714",7445,3747,11091
"32715",31133,304,11091
"32716",4847,2774,11091
"32717",2938,5151,11091
"32718",1925,8039,11091
"32719",7438,4022,11091
"32720",6799,6087,11091
"32721",544,2298,11091
"32722",6320,9283,11091
"32723",7535,9838,11091
"32724",31895,57,11091
"32725",32553,4358,11091
"32726",9820,6207,11091
"32727",31089,1079,11091
"32728",16184,533,11091
"32729",14198,982,11091
"32730",4358,2084,11091
"32731",14889,9593,11091
"32732",27649,7039,11091
"32733",30935,9631,11091
"32734",27282,5035,11091
"32735",4786,8938,11091
"32736",11817,743,11091
"32737",1849,2019,11091
"32738",33658,7980,11091
"32739",29852,4213,11091
"32740",16739,8082,11091
"32741",29305,4629,11091
"32742",26393,5997,11091
"32743",24371,8075,11091
"32744",38206,304,11091
"32745",6300,1362,11091
"32746",12138,5486,11091
"32747",39265,429,11091
"32748",26211,8753,11091
"32749",28309,1881,11091
"32750",6202,7398,11091
"32751",9652,5891,11091
"32752",20001,6483,11091
"32753",18420,8283,11091
"32754",934,4480,11091
"32755",4289,8613,11091
"32756",6260,5053,11091
"32757",23659,7417,11091
"32758",3988,9670,11091
"32759",28869,8094,11091
"32760",22729,330,11091
"32761",4443,9972,11091
"32762",27575,3384,11091
"32763",19080,8520,11091
"32764",10650,8652,11091
"32765",20999,3232,11091
"32766",30096,3857,11091
"32767",37647,804,11091
"32768",37607,9865,11091
"32769",19684,3264,11091
"32770",199,8901,11091
"32771",20344,4672,11091
"32772",20073,3239,11091
"32773",1499,7853,11091
"32774",21308,2467,11091
"32775",35812,8411,11091
"32776",27187,2569,11091
"32777",13610,7350,11091
"32778",5112,9837,11091
"32779",38225,8827,11091
"32780",27678,9053,11091
"32781",17782,5014,11091
"32782",12047,6295,11091
"32783",19819,5317,11091
"32784",2408,9557,11091
"32785",17333,458,11091
"32786",9107,6891,11091
"32787",39609,1605,11091
"32788",5961,6402,11091
"32789",17319,1906,11091
"32790",34654,1892,11091
"32791",6291,3376,11091
"32792",21954,7338,11091
"32793",8872,2991,11091
"32794",22006,1403,11091
"32795",23539,772,11091
"32796",28959,2423,11091
"32797",21291,8706,11091
"32798",16917,1641,11091
"32799",14128,3368,11091
"32800",22065,9186,11091
"32801",20422,2075,11091
"32802",37476,9854,11091
"32803",4832,8152,11091
"32804",31629,9546,11091
"32805",30473,6844,11091
"32806",25376,5917,11091
"32807",15768,7022,11091
"32808",35965,3726,11091
"32809",16273,2317,11091
"32810",38501,8366,11091
"32811",8294,5363,11091
"32812",18254,6550,11091
"32813",11772,1335,11091
"32814",33823,1517,11091
"32815",32454,4744,11091
"32816",31668,3638,11091
"32817",13423,7,11091
"32818",36087,4419,11091
"32819",8696,7184,11091
"32820",5546,2655,11091
"32821",32676,5203,11091
"32822",23282,3196,11091
"32823",18661,9607,11091
"32824",35376,5553,11091
"32825",21293,1058,11091
"32826",202,2313,11091
"32827",8290,2542,11091
"32828",9934,8857,11091
"32829",34902,6955,11091
"32830",28000,7975,11091
"32831",3154,4224,11091
"32832",27119,867,11091
"32833",34443,1178,11091
"32834",13241,8123,11091
"32835",18228,1532,11091
"32836",26904,351,11091
"32837",21264,3694,11091
"32838",24154,4605,11091
"32839",33087,7361,11091
"32840",34299,7490,11091
"32841",38595,9826,11091
"32842",12525,5303,11091
"32843",13965,1036,11091
"32844",8734,6979,11091
"32845",12266,6789,11091
"32846",30539,1086,11091
"32847",26308,4012,11091
"32848",35094,7655,11091
"32849",30777,3547,11091
"32850",9313,5382,11091
"32851",33944,6354,11091
"32852",4327,9347,11091
"32853",9188,6996,11091
"32854",10919,955,11091
"32855",14714,4181,11091
"32856",4085,63,11091
"32857",39804,7741,11091
"32858",35930,6845,11091
"32859",13858,3921,11091
"32860",2225,5170,11091
"32861",13724,7051,11091
"32862",29477,7179,11091
"32863",18649,2221,11091
"32864",37174,2491,11091
"32865",32337,7262,11091
"32866",33166,8988,11091
"32867",9123,4006,11091
"32868",19884,8349,11091
"32869",12866,6200,11091
"32870",3535,7027,11091
"32871",34001,6732,11091
"32872",29330,7325,11091
"32873",8376,1381,11091
"32874",13633,8913,11091
"32875",34003,6696,11091
"32876",21877,9993,11091
"32877",18457,4204,11091
"32878",164,28,11091
"32879",36064,9461,11091
"32880",32309,6323,11091
"32881",371,6868,11091
"32882",22477,9968,11091
"32883",36497,8702,11091
"32884",36704,203,11091
"32885",2818,7615,11091
"32886",5773,5947,11091
"32887",17543,5261,11091
"32888",20392,6157,11091
"32889",27938,3326,11091
"32890",1281,7494,11091
"32891",10517,8190,11091
"32892",37681,4591,11091
"32893",25672,5137,11091
"32894",3468,5969,11091
"32895",10456,9752,11091
"32896",14805,1247,11091
"32897",4566,8380,11091
"32898",30391,3295,11091
"32899",28844,244,11091
"32900",33289,4511,11091
"32901",18017,4261,11091
"32902",10779,3643,11091
"32903",14797,1285,11091
"32904",23630,7454,11091
"32905",12855,2499,11091
"32906",17362,6796,11091
"32907",27268,8053,11091
"32908",87,8872,11091
"32909",25460,2123,11091
"32910",24617,3291,11091
"32911",34174,4998,11091
"32912",39684,7562,11091
"32913",21946,9075,11091
"32914",23690,1739,11091
"32915",35278,7976,11091
"32916",18792,6175,11091
"32917",27359,2461,11091
"32918",16607,9655,11091
"32919",2295,1621,11091
"32920",21545,721,11091
"32921",35004,834,11091
"32922",5648,7793,11091
"32923",21766,9407,11091
"32924",17362,3185,11091
"32925",35500,6801,11091
"32926",17289,4247,11091
"32927",24390,5354,11091
"32928",32832,9665,11091
"32929",32405,9573,11091
"32930",22644,8629,11091
"32931",27946,3775,11091
"32932",13019,555,11091
"32933",5431,7923,11091
"32934",38040,273,11091
"32935",1150,4880,11091
"32936",3349,729,11091
"32937",24624,4624,11091
"32938",9427,1364,11091
"32939",32881,655,11091
"32940",23544,2052,11091
"32941",24724,4963,11091
"32942",34288,3421,11091
"32943",12255,8247,11091
"32944",16828,9896,11091
"32945",8173,7432,11091
"32946",6709,575,11091
"32947",7421,3402,11091
"32948",11050,6535,11091
"32949",7258,5645,11091
"32950",33798,6210,11091
"32951",18423,2621,11091
"32952",5789,6434,11091
"32953",846,180,11091
"32954",1844,2462,11091
"32955",34562,9472,11091
"32956",30304,4054,11091
"32957",12204,9195,11091
"32958",37076,4247,11091
"32959",7936,4073,11091
"32960",11574,6351,11091
"32961",31575,966,11091
"32962",35310,9488,11091
"32963",39966,7217,11091
"32964",29515,1612,11091
"32965",14423,6058,11091
"32966",10207,7659,11091
"32967",39921,965,11091
"32968",15168,4588,11091
"32969",4529,6125,11091
"32970",10245,2409,11091
"32971",32871,5574,11091
"32972",24357,174,11091
"32973",27276,850,11091
"32974",19211,6086,11091
"32975",10622,7349,11091
"32976",33170,3233,11091
"32977",17669,8074,11091
"32978",288,6391,11091
"32979",15335,9381,11091
"32980",31114,5878,11091
"32981",39637,5110,11091
"32982",19728,1476,11091
"32983",5402,2246,11091
"32984",9180,2687,11091
"32985",16147,3771,11091
"32986",28914,8554,11091
"32987",14072,5089,11091
"32988",31953,4124,11091
"32989",35193,7839,11091
"32990",13221,5460,11091
"32991",18100,7016,11091
"32992",12000,7647,11091
"32993",36639,7634,11091
"32994",9443,1204,11091
"32995",3743,5853,11091
"32996",8515,9624,11091
"32997",12095,5944,11091
"32998",35449,7459,11091
"32999",35540,5172,11091
"33000",27481,119,11091
"33001",35079,676,11091
"33002",26960,6348,11091
"33003",31182,2796,11091
"33004",4459,6650,11091
"33005",29005,1760,11091
"33006",8343,1738,11091
"33007",8754,695,11091
"33008",11096,1844,11091
"33009",3453,9900,11091
"33010",35319,6405,11091
"33011",31731,7934,11091
"33012",5312,1589,11091
"33013",15398,9663,11091
"33014",22420,3093,11091
"33015",33421,9482,11091
"33016",24530,5165,11091
"33017",29340,619,11091
"33018",1820,2708,11091
"33019",36174,3353,11091
"33020",34394,7374,11091
"33021",4796,3809,11091
"33022",7480,8690,11091
"33023",12797,2294,11091
"33024",31765,1259,11091
"33025",12314,3496,11091
"33026",16836,726,11091
"33027",19263,2496,11091
"33028",7017,2444,11091
"33029",17809,1128,11091
"33030",30554,5324,11091
"33031",20259,6972,11091
"33032",3580,3769,11091
"33033",30011,3401,11091
"33034",14958,8013,11091
"33035",531,8070,11091
"33036",29175,9484,11091
"33037",31599,486,11091
"33038",36111,9485,11091
"33039",18285,9469,11091
"33040",36500,2008,11091
"33041",29710,3747,11091
"33042",22137,310,11091
"33043",34465,4990,11091
"33044",14428,5927,11091
"33045",30012,8652,11091
"33046",24156,6784,11091
"33047",33633,6666,11091
"33048",30115,2389,11091
"33049",15973,1503,11091
"33050",775,9559,11091
"33051",32704,2789,11091
"33052",35375,7577,11091
"33053",23640,6848,11091
"33054",30105,7687,11091
"33055",31009,9584,11091
"33056",39652,8344,11091
"33057",4977,1888,11091
"33058",27144,9609,11091
"33059",14953,6864,11091
"33060",10047,3955,11091
"33061",31470,8384,11091
"33062",24428,2342,11091
"33063",25008,8948,11091
"33064",18344,1992,11091
"33065",3588,408,11091
"33066",9466,4313,11091
"33067",9782,2811,11091
"33068",11735,8422,11091
"33069",37174,8551,11091
"33070",20951,5822,11091
"33071",12335,6159,11091
"33072",16749,7538,11091
"33073",17311,298,11091
"33074",31849,5166,11091
